SAMPN,PERNO,SNAME_lookup,SZIP_lookup,SCITY_lookup,SNAME_similarity_resulst,ZipCode,CityName,similarity
1382285,3,charolette wood,94526,danville,charlotte wood middle,94526,danville,0.8307692307692308
1382285,4,sycamore valley,94506,danville,sycamore valley elementary,94506,danville,0.8285714285714286
1382320,3,carlton avenue elementary,95124,san jose,carlton elementary,95124,san jose,0.8888888888888888
1382320,4,carlton avenue elementary,95124,san jose,carlton elementary,95124,san jose,0.8888888888888888
1382656,4,liberty hs,94513,brentwood,liberty high,94513,brentwood,0.9056603773584906
1382656,5,edna hill middle,94513,brentwood,edna hill middle,94513,brentwood,0.9841269841269841
1383583,4,omy,94603,oakland,cox academy,94603,oakland,0.7804878048780488
1383583,5,alliance,94603,oakland,alliance academy,94603,oakland,0.8235294117647058
1386724,3,sunol glen,94586,sunol,sunol glen elementary,94586,sunol,0.7777777777777778
1386724,4,sunol glen,94586,sunol,sunol glen elementary,94586,sunol,0.7777777777777778
1386724,5,sunol glen,94586,sunol,sunol glen elementary,94586,sunol,0.7777777777777778
1386726,3,jefferson high,94014,daly city,jefferson high,94014,daly city,0.9830508474576272
1386726,4,policida middle,94014,daly city,thomas r. pollicita middle,94014,daly city,0.8055555555555556
1386726,5,susan b anthony elementary,94014,daly city,susan b. anthony elementary,94014,daly city,0.9761904761904762
1387028,3,hall middle,94939,larkspur,hall middle,94939,larkspur,0.9803921568627451
1387028,4,neil cummins elementary,94925,corte madera,neil cummins elementary,94925,corte madera,0.9879518072289156
1387028,5,neil cummins elementary,94925,corte madera,neil cummins elementary,94925,corte madera,0.9879518072289156
1388495,3,saint apollanaras,94558,napa,st. apollinaris elementary,94558,napa,0.6875
1388495,4,saint a's,94558,napa,vintage high,94558,napa,0.6666666666666666
1389002,3,maria carrillo high,95409,santa rosa,maria carrillo high,95409,santa rosa,0.9859154929577465
1389059,3,lynwood elementary,94947,novato,lynwood elementary,94947,novato,0.9836065573770492
1389635,3,lincoln high,94116,san francisco,lincoln (abraham) high,94116,san francisco,0.8493150684931506
1389635,4,ap giannini middle,94116,san francisco,giannini (a.p.) middle,94122,san francisco,0.810126582278481
1390386,5,bret harte elementary,95120,san jose,graystone elementary,95120,san jose,0.8285714285714286
1390945,3,evergreen valley high,95148,san jose,evergreen valley high,95148,san jose,0.9859154929577465
1390945,4,millbrook elementary,95148,san jose,millbrook elementary,95148,san jose,0.9855072463768116
1390945,5,millbrook elementary,95148,san jose,millbrook elementary,95148,san jose,0.9855072463768116
1394103,3,almond elementary,94022,los altos,almond elementary,94022,los altos,0.9846153846153847
1394103,4,almond elementary,94022,los altos,almond elementary,94022,los altos,0.9846153846153847
1394351,2,valley view middle,94523,pleasant hill,valley view middle,94523,pleasant hill,0.9866666666666667
1395054,2,egan junior high,94022,los altos,ardis g. egan junior high,94022,los altos,0.8611111111111112
1395054,3,almond elementary,94022,los altos,almond elementary,94022,los altos,0.9846153846153847
1395385,3,manor elementary,94930,fairfax,manor elementary,94930,fairfax,0.9830508474576272
1395385,4,manor elementary,94930,fairfax,manor elementary,94930,fairfax,0.9830508474576272
1395848,3,san rafael high,94901,san rafael,san rafael high,94901,san rafael,0.9841269841269841
1395848,4,davidson middle,94901,san rafael,james b. davidson middle,94901,san rafael,0.8611111111111112
1396202,3,monte vista elementary,94928,rohnert park,monte vista elementary,94928,rohnert park,0.9876543209876543
1396611,4,casa grande high,94954,petaluma,casa grande high,94954,petaluma,0.9836065573770492
1396945,3,presentation high,95125,san jose,presentation high school,95125,san jose,0.8857142857142857
1396945,4,willow glades elementary,95125,san jose,willow glen elementary,95125,san jose,0.9333333333333333
1397035,4,college preparatory,94618,oakland,the college preparatory school,94618,oakland,0.8421052631578947
1397035,5,nea,94501,alameda,maya lin,94501,alameda,0.7368421052631579
1397218,4,sam ramone high,94526,danville,san ramon valley high,94526,danville,0.8615384615384616
1399011,3,foothill high,94588,pleasanton,foothill high,94588,pleasanton,0.9830508474576272
1399703,4,monta vista high,95014,cupertino,monta vista high,95014,cupertino,0.9841269841269841
1401091,4,eastside college preparatory,94303,east palo alto,eastside college preparatory school,94303,east palo alto,0.9230769230769231
1401220,3,spring hill elementary,94549,lafayette,springhill elementary,94549,lafayette,0.972972972972973
1401220,4,spring hill elementary,94549,lafayette,springhill elementary,94549,lafayette,0.972972972972973
1401458,3,vista grande elementary,94526,danville,vista grande elementary,94526,danville,0.9866666666666667
1401859,3,argonaut elementary,95070,saratoga,argonaut elementary,95070,saratoga,0.9850746268656716
1401859,4,argonaut elementary,95070,saratoga,argonaut elementary,95070,saratoga,0.9850746268656716
1402050,3,park middle,94509,antioch,park middle,94509,antioch,0.9795918367346939
1402050,4,belshaw elementary,94509,antioch,belshaw elementary,94509,antioch,0.9841269841269841
1402218,3,cal high,94583,san ramon,california high,94583,san ramon,0.8518518518518519
1402218,4,pine valley middle,94583,san ramon,pine valley middle,94583,san ramon,0.9850746268656716
1402225,3,otis elementary,94501,alameda,frank otis elementary,94501,alameda,0.8888888888888888
1402560,3,vacaville high,95688,vacaville,vacaville high,95688,vacaville,0.9830508474576272
1402901,3,napa high,94558,napa,napa high,94558,napa,0.9743589743589743
1402901,4,en ballake elementary,94558,napa,west park elementary,94558,napa,0.8064516129032258
1402901,5,en ballake elementary,94558,napa,west park elementary,94558,napa,0.8064516129032258
1403542,3,concord high,94519,concord,concord high,94521,concord,0.9411764705882353
1403542,4,sun terrace elementary,94520,concord,sun terrace elementary,94520,concord,0.9859154929577465
1403747,3,black pine circle,94710,berkeley,black pine circle school,94710,berkeley,0.8857142857142857
1404761,3,the kipp san francisco bay academy,94115,san francisco,kipp san francisco bay academy,94115,san francisco,0.9514563106796117
1404761,4,mckinley elementary,94114,san francisco,mckinley elementary,94114,san francisco,0.987012987012987
1405547,3,john mill middle,94577,san leandro,john muir middle,94577,san leandro,0.9253731343283582
1405547,4,gardfield elementary,94577,san leandro,garfield elementary,94577,san leandro,0.972972972972973
1406562,2,dixon high,95620,dixon,dixon high,95620,dixon,0.9767441860465116
1406562,3,tremont elementary,95620,dixon,tremont elementary,95620,dixon,0.9830508474576272
1406562,4,tremont elementary,95620,dixon,tremont elementary,95620,dixon,0.9830508474576272
1406562,5,neighborhood christian,95620,dixon,neighborhood christian school,95620,dixon,0.8918918918918919
1407164,3,amador valley high,94566,pleasanton,amador valley high,94566,pleasanton,0.9855072463768116
1407164,4,pleasanton middle,94566,pleasanton,pleasanton middle,94566,pleasanton,0.9850746268656716
1407344,4,west borough middle,94080,south san francisco,westborough middle,94080,south san francisco,0.9772727272727273
1407344,5,monte verde,94080,south san francisco,community day,94080,south san francisco,0.8
1407506,3,napa high,94558,napa,napa high,94558,napa,0.9743589743589743
1407506,4,river,94558,napa,river charter,94558,napa,0.7692307692307693
1407506,5,river,94558,napa,river charter,94558,napa,0.7692307692307693
1407506,6,brown's valley elementary,94558,napa,browns valley elementary,94558,napa,0.9714285714285714
1407783,4,de la vista,91754,monterey park,monte vista elementary,94928,rohnert park,0.5633802816901409
1408528,3,brooks elementary,95492,windsor,brooks elementary,95492,windsor,0.9836065573770492
1408528,4,brooks elementary,95492,windsor,brooks elementary,95492,windsor,0.9836065573770492
1409698,3,santa rosa high,95401,santa rosa,santa rosa high,95401,santa rosa,0.9841269841269841
1409698,4,lawrence jones middle,94928,rohnert park,lawrence e. jones middle,94928,rohnert park,0.9512195121951219
1409775,3,holy names high,94618,oakland,holy names high school,94618,oakland,0.875
1409786,3,campolindo high,94556,moraga,campolindo high,94556,moraga,0.9818181818181818
1410336,3,jean callison elementary,95687,vacaville,jean callison elementary,95687,vacaville,0.9873417721518988
1411472,3,menlo-atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9552238805970149
1443392,3,island high,94501,alameda,alameda high,94501,alameda,0.84
1411622,3,monte vista high,94526,danville,monte vista high,94526,danville,0.9836065573770492
1411622,4,windemere ranch middle,94582,san ramon,windemere ranch middle,94582,san ramon,0.9866666666666667
1412114,3,alameda high,94501,alameda,alameda high,94501,alameda,0.9803921568627451
1412222,4,redwood middle,94558,napa,redwood middle,94558,napa,0.9795918367346939
1412222,5,bel aire park elementary,94558,napa,bel aire park elementary,94558,napa,0.9855072463768116
1412572,3,lafeyette middle,94549,lafayette,m. h. stanley middle,94549,lafayette,0.746268656716418
1412806,3,saint rose,95403,santa rosa,santa rosa middle,95404,santa rosa,0.8
1414277,3,ohlone elementary,94303,palo alto,ohlone elementary,94303,palo alto,0.9846153846153847
1414311,4,sr,94066,san bruno,st. robert,94066,san bruno,0.7906976744186046
1414706,4,colcier middle,94514,byron,excelsior middle,94514,byron,0.7547169811320755
1415218,2,valley view middle,94523,pleasant hill,valley view middle,94523,pleasant hill,0.9866666666666667
1416533,2,cragmont elementary,94708,berkeley,cragmont elementary,94708,berkeley,0.9850746268656716
1416533,3,cragmont elementary,94708,berkeley,cragmont elementary,94708,berkeley,0.9850746268656716
1416878,3,hercules middle,94547,hercules,hercules middle,94547,hercules,0.9830508474576272
1416878,4,hercules middle,94547,hercules,hercules middle,94547,hercules,0.9830508474576272
1416933,3,los gatos high,95030,los gatos,los gatos high,95030,los gatos,0.9830508474576272
1417829,3,mission san jose high,94539,fremont,mission san jose high,94539,fremont,0.9855072463768116
1417829,4,hopkins junior high,94539,fremont,william hopkins junior high,94539,fremont,0.8767123287671232
1418351,3,las lomas high,94596,walnut creek,las lomas high,94596,walnut creek,0.9846153846153847
1418351,4,las lomas high,94596,walnut creek,las lomas high,94596,walnut creek,0.9846153846153847
1420934,3,coliseum college prep academy,94621,oakland,coliseum college prep academy,94621,oakland,0.9882352941176471
1421686,3,independence high,95133,san jose,independence high,95133,san jose,0.9841269841269841
1421686,4,independence high,95133,san jose,independence high,95133,san jose,0.9841269841269841
1421695,3,college preparatory,94618,oakland,the college preparatory school,94618,oakland,0.8421052631578947
1422400,3,terra nova high,94044,pacifica,terra nova high,94044,pacifica,0.9830508474576272
1422400,4,terra nova high,94044,pacifica,terra nova high,94044,pacifica,0.9830508474576272
1422960,3,lick wilmerding high,94112,san francisco,lick-wilmerding high school,94112,san francisco,0.8837209302325582
1422960,4,st  cecilia,94132,san francisco,st. cecilia elementary,94116,san francisco,0.75
1423347,3,bentley elementary,94618,oakland,chabot elementary,94618,oakland,0.8387096774193549
1423579,3,bowling greens high,94010,burlingame,burlingame high,94010,burlingame,0.8059701492537313
1423579,4,burlingame intermediate,94010,burlingame,burlingame intermediate,94010,burlingame,0.9873417721518988
1423809,3,analy high,95472,sebastopol,analy high,95472,sebastopol,0.9811320754716981
1423809,4,analy high,95472,sebastopol,analy high,95472,sebastopol,0.9811320754716981
1424002,3,making waves academy,94806,richmond,making waves academy,94806,richmond,0.9855072463768116
1424002,4,j. o. ford elementary,94806,san pablo,dover elementary,94806,san pablo,0.7941176470588235
1424845,4,acalanes,94549,lafayette,acalanes high,94549,lafayette,0.8846153846153846
1424888,3,evergreen elementary,94928,rohnert park,evergreen elementary,94928,rohnert park,0.987012987012987
1424888,4,evergreen elementary,94928,rohnert park,evergreen elementary,94928,rohnert park,0.987012987012987
1425459,3,high,94533,fairfield,vanden high,94533,fairfield,0.8260869565217391
1425466,3,sacred heart preparatory,94027,atherton,"sacred heart schools, atherton",94027,atherton,0.6987951807228916
1425466,4,hillsborrow,94010,hillsborough,the nueva school,94010,hillsborough,0.6875
1426099,3,fairfield adult,94533,fairfield,fairfield high,94533,fairfield,0.8333333333333334
1426884,3,foot hill high,94588,pleasanton,foothill high,94588,pleasanton,0.9666666666666667
1426884,4,hart middle,94588,pleasanton,thomas s. hart middle,94588,pleasanton,0.8307692307692308
1427456,3,silver oak elementary,95138,san jose,silver oak elementary,95138,san jose,0.9859154929577465
1427456,4,silver oaks elementary,95138,san jose,silver oak elementary,95138,san jose,0.9722222222222222
1427608,3,concord high,94521,concord,concord high,94521,concord,0.9803921568627451
1427608,4,concord high,94521,concord,concord high,94521,concord,0.9803921568627451
1428932,3,armijo high,94533,fairfield,armijo high,94533,fairfield,0.9811320754716981
1429814,3,mt pleasant high,95127,san jose,mt. pleasant high,95127,san jose,0.967741935483871
1430459,3,chabot elementary,94618,oakland,chabot elementary,94618,oakland,0.9836065573770492
1430629,4,pearl zanker,95035,milpitas,pearl zanker elementary,95035,milpitas,0.8125
1430629,5,pearl ankaz,95035,milpitas,pearl zanker elementary,95035,milpitas,0.7619047619047619
1430705,3,napa valley language academy,94558,napa,napa valley language academy,94558,napa,0.987012987012987
1430715,3,abbot elementary,94403,san mateo,laurel elementary,94403,san mateo,0.84375
1430715,4,loral elementary,94403,san mateo,laurel elementary,94403,san mateo,0.90625
1431576,3,forest park elementary,94555,fremont,forest park elementary,94555,fremont,0.9859154929577465
1431727,3,northwest prep middle,95401,santa rosa,northwest prep charter,95401,santa rosa,0.8421052631578947
1431727,4,kawana springs elementary,95404,santa rosa,kawana springs elementary,95404,santa rosa,0.9879518072289156
1432536,3,franklin d roosevelt,94015,daly city,franklin delano roosevelt elementary,94015,daly city,0.8045977011494253
